soldToParty,businessPartner,Country,Industry,Material,MaterialGroup,MaterialType,productHierarchy,distChannel,division,salesOrg,version,valueType,changeId,RecordType,RequestId,CalendarDay,CalendarMonth,CalendarWeek,FiscalPeriod,FiscalVariant,baseUom,statsCurrency,creditMemosCost,creditMemosQuantity,netValueOfCreditMemos,costIncomingOrders,incomingOrders,netValueIncomingOrders,costInvoicedSales,salesQuantity,netValueSalesVol,openOrdersQuantity,netValueOpenOrders,salesOrderItem,incomingReturnsCost,returnsQuantity,netValueIncomingReturns,noReturnsItems,totalSubtotal
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3WTPDZ9PBOFSV3V9B7ZKBO,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5JFHQCAINN468YK65GZQG4,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5JFHQCAINN468YK65GZQG4,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5JFHQCAINN468YK65GZQG4,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5JMTX2H5F7DGVD3WMU1X9G,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5JMTX2H5F7DGVD3WMU1X9G,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5JMTX2H5F7DGVD3WMU1X9G,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5P13DOM3MNBZH6ST0SVTT0,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5P13DOM3MNBZH6ST0SVTT0,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5P13DOM3MNBZH6ST0SVTT0,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5P8SNS72C0OVRJJU6G976S,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5P8SNS72C0OVRJJU6G976S,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5P8SNS72C0OVRJJU6G976S,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFH3CXXCI7EEZW5CPMY9YBO2S,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.688,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFH3CXXCI7EEZW5CPMY9YBO2S,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","-3,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFH3CXXCI7EEZW5CPMY9YBO2S,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","-2,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5K2Q7S4U53ZAVYBQANB06C,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5K2Q7S4U53ZAVYBQANB06C,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5K2Q7S4U53ZAVYBQANB06C,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5OG2QYZQN5OEEYBGS84Q04,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5OG2QYZQN5OEEYBGS84Q04,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5OG2QYZQN5OEEYBGS84Q04,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6G6NAAFMK4SII0HGZ1YT2C,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6G6NAAFMK4SII0HGZ1YT2C,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6G6NAAFMK4SII0HGZ1YT2C,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6PMA4Y3UYO7ZOG5UVSLR50,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6PMA4Y3UYO7ZOG5UVSLR50,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6PMA4Y3UYO7ZOG5UVSLR50,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFH3CHI5RMA3BBJEH9Z378VJ8,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.688,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFH3CHI5RMA3BBJEH9Z378VJ8,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","-3,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFH3CHI5RMA3BBJEH9Z378VJ8,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","-2,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFHDDN209JVY3KUCA1F0PA2LG,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFHDDN209JVY3KUCA1F0PA2LG,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFHDDN209JVY3KUCA1F0PA2LG,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5PMQBT34691MXV5XCDDWV8,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5PMQBT34691MXV5XCDDWV8,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5PMQBT34691MXV5XCDDWV8,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6G0PLR40QKXAHO6K9RLW2S,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6G0PLR40QKXAHO6K9RLW2S,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6G0PLR40QKXAHO6K9RLW2S,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6QMX2H2H4TSBGK6DO2PH2C,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","19.692,20"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6QMX2H2H4TSBGK6DO2PH2C,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6QMX2H2H4TSBGK6DO2PH2C,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
1032,145,DE,MUNI,P-100,1,FERT,1.00E+15,10,1,1000,1,20,,,REQU_DE3MF1SP23UFHFT9B9SE921ES,11.10.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","239.012,36",362,"943.947,06","     0,00",0,"     0,00",0,"     0,00","7,000","    0,00",0,"     0,00","    0,000","     0,00"
